#node	date	numeric date
A/SouthAustralia/9/2015|EPI_ISL_192760|SA|2015-02-12	2015-02-12	2015.117728
NODE_0000654	2014-05-07	2014.348293
A/SouthAustralia/60/2015|EPI_ISL_197923|SA|2015-05-03	2015-05-03	2015.336756
A/SouthAustralia/49/2015|EPI_ISL_194527|SA|2015-04-06	2015-04-06	2015.262834
NODE_0000228	2016-02-27	2016.160415
A/SouthAustralia/1001/2017|EPI_ISL_277302|SA|2017-02-27	2017-02-27	2017.158795
NODE_0000229	2016-07-11	2016.526723
A/SouthAustralia/65/2017|EPI_ISL_269434|SA|2017-04-03	2017-04-03	2017.254620
A/SouthAustralia/22/2017|EPI_ISL_249175|SA|2017-01-24	2017-01-24	2017.065708
NODE_0000231	2016-10-13	2016.784732
A/Victoria/541/2017|EPI_ISL_275273|VIC|2017-07-09	2017-07-09	2017.520192
A/Victoria/560/2017|EPI_ISL_277989|VIC|2017-07-15	2017-07-15	2017.536619
NODE_0000233	2016-08-26	2016.653739
A/Sydney/134/2017|EPI_ISL_271321|NSW|2017-04-08	2017-04-08	2017.268309
A/Sydney/66/2017|EPI_ISL_269412|NSW|2017-03-18	2017-03-18	2017.210815
NODE_0000235	2016-07-04	2016.507346
A/Victoria/13/2017|EPI_ISL_275280|VIC|2017-06-14	2017-06-14	2017.451745
A/Sydney/111/2017|EPI_ISL_275596|NSW|2017-04-18	2017-04-18	2017.295688
NODE_0000237	2016-08-17	2016.628840
A/Sydney/113/2017|EPI_ISL_275579|NSW|2017-04-21	2017-04-21	2017.303901
NODE_0000238	2016-09-23	2016.729439
A/Brisbane/50/2017|EPI_ISL_271277|QLD|2017-05-08	2017-05-08	2017.350445
A/Brisbane/29/2017|EPI_ISL_275805|QLD|2017	2017-01-01	2017.000000
A/Victoria/561/2017|EPI_ISL_277990|VIC|2017-07-14	2017-07-14	2017.533881
NODE_0000241	2016-06-04	2016.425844
A/SouthAustralia/173/2017|EPI_ISL_277311|SA|2017-06-26	2017-06-26	2017.484600
NODE_0000243	2017-01-02	2017.006669
A/Sydney/1132/2017|EPI_ISL_288937|NSW|2017-08-16	2017-08-16	2017.624230
A/Sydney/1196/2017|EPI_ISL_313422|NSW|2017-09-20	2017-09-20	2017.720055
NODE_0000245	2016-11-16	2016.876883
A/Victoria/652/2017|EPI_ISL_277939|VIC|2017-08-10	2017-08-10	2017.607803
A/Victoria/1023/2017|EPI_ISL_288916|VIC|2017-08-25	2017-08-25	2017.648871
A/Victoria/133/2017|EPI_ISL_313385|VIC|2017-08-21	2017-08-21	2017.637919
A/Victoria/118/2017|EPI_ISL_313383|VIC|2017-08-24	2017-08-24	2017.646133
A/Victoria/43/2017|EPI_ISL_277356|VIC|2017-07-14	2017-07-14	2017.533881
NODE_0000249	2016-11-13	2016.868520
A/Victoria/201/2017|EPI_ISL_293770|VIC|2017-09-15	2017-09-15	2017.706366
A/Victoria/1027/2017|EPI_ISL_288934|VIC|2017-08-21	2017-08-21	2017.637919
A/Victoria/746/2017|EPI_ISL_291277|VIC|2017-09-09	2017-09-09	2017.689938
A/Perth/225/2017|EPI_ISL_293765|WA|2017-09-06	2017-09-06	2017.681725
A/Victoria/60/2017|EPI_ISL_277991|VIC|2017-07-31	2017-07-31	2017.580424
A/Sydney/1093/2017|EPI_ISL_277911|NSW|2017-08-03	2017-08-03	2017.588638
A/Victoria/15/2017|EPI_ISL_277315|VIC|2017-06-19	2017-06-19	2017.465435
A/Victoria/208/2017|EPI_ISL_291354|VIC|2017-09-21	2017-09-21	2017.722793
NODE_0000256	2013-08-16	2013.625581
A/Sydney/236/2014|EPI_ISL_171778|NSW|2014-08-21	2014-08-21	2014.637919
A/Victoria/9/2015|EPI_ISL_288028|VIC|2015-05-21	2015-05-21	2015.386037
A/Sydney/20/2014|EPI_ISL_165890|NSW|2014-01-26	2014-01-26	2014.071184
A/Brisbane/1000/2015|EPI_ISL_197966|QLD|2015-06-05	2015-06-05	2015.427105
NODE_0000260	2013-09-21	2013.723166
A/Victoria/515/2015|EPI_ISL_197992|VIC|2015-06-28	2015-06-28	2015.490075
A/Canberra/82/2014|EPI_ISL_174194|ACT|2014-07-31	2014-07-31	2014.580424
NODE_0000330	2014-02-11	2014.116019
A/Tasmania/2/2015|EPI_ISL_197855|TAS|2015-02-23	2015-02-23	2015.147844
A/Victoria/5060/2014|EPI_ISL_172428|VIC|2014-09-19	2014-09-19	2014.717317
NODE_0000273	2014-01-26	2014.072002
A/Sydney/171/2016|EPI_ISL_233283|NSW|2016-07-29	2016-07-30	2016.577687
NODE_0000274	2014-03-26	2014.233505
A/Sydney/224/2015|EPI_ISL_287819|NSW|2015-09-04	2015-09-04	2015.676249
NODE_0000275	2014-12-25	2014.985322
A/Newcastle/43/2016|EPI_ISL_233224|NSW|2016-06-07	2016-06-08	2016.435318
NODE_0000276	2015-07-15	2015.537466
A/SouthAustralia/32/2016|EPI_ISL_233867|SA|2016-06-10	2016-06-11	2016.443532
NODE_0000277	2015-11-13	2015.869682
A/SouthAustralia/138/2016|EPI_ISL_243977|SA|2016-10-27	2016-10-28	2016.824093
A/Brisbane/68/2016|EPI_ISL_234131|QLD|2016-03-14	2016-03-15	2016.202601
NODE_0000279	2014-05-05	2014.343681
A/Victoria/640/2015|EPI_ISL_287858|VIC|2015-09-24	2015-09-24	2015.731006
A/Brisbane/82/2015|EPI_ISL_219029|QLD|2015-04-22	2015-04-22	2015.306639
NODE_0000281	2014-09-27	2014.741230
A/Victoria/2071/2015|EPI_ISL_209048|VIC|2015-08-03	2015-08-03	2015.588638
A/Townsville/37/2015|EPI_ISL_287812|QLD|2015-10-18	2015-10-18	2015.796715
NODE_0000282	2015-03-18	2015.211173
A/Brisbane/174/2015|EPI_ISL_219025|QLD|2015-09-07	2015-09-07	2015.684463
A/Brisbane/174/2015|EPI_ISL_287852|QLD|2015-09-07	2015-09-07	2015.684463
NODE_0000694	2013-10-17	2013.795124
A/Sydney/57/2015|EPI_ISL_198059|NSW|2015-06-19	2015-06-19	2015.465435
NODE_0000695	2013-11-21	2013.891483
NODE_0000286	2014-02-16	2014.129665
A/Victoria/901/2015|EPI_ISL_192825|VIC|2015-02-07	2015-02-07	2015.104038
A/Townsville/11/2015|EPI_ISL_197897|QLD|2015-03-23	2015-03-23	2015.224504
A/Sydney/1006/2015|EPI_ISL_197968|NSW|2015-06-18	2015-06-18	2015.462697
NODE_0000289	2014-07-17	2014.544769
NODE_0000290	2015-01-30	2015.083614
A/Victoria/48/2015|EPI_ISL_202639|VIC|2015-08-10	2015-08-10	2015.607803
A/Victoria/823/2015|EPI_ISL_198044|VIC|2015-07-23	2015-07-23	2015.558522
NODE_0000291	2014-11-05	2014.848557
A/Victoria/519/2015|EPI_ISL_198000|VIC|2015-06-27	2015-06-27	2015.487337
A/Victoria/17/2015|EPI_ISL_202588|VIC|2015-07-08	2015-07-08	2015.517454
A/SouthAustralia/1038/2015|EPI_ISL_287826|SA|2015-09-15	2015-09-15	2015.706366
A/Newcastle/64/2015|EPI_ISL_226255|NSW|2015-12-05	2015-12-05	2015.928131
A/Brisbane/6/2016|EPI_ISL_222827|QLD|2016-01-04	2016-01-04	2016.010951
A/Sydney/1024/2015|EPI_ISL_202629|NSW|2015-08-20	2015-08-20	2015.635181
A/SouthAustralia/139/2015|EPI_ISL_287843|SA|2015-09-03	2015-09-03	2015.673511
NODE_0000293	2015-02-04	2015.098176
A/Darwin/1000/2015|EPI_ISL_287834|NT|2015-10-08	2015-10-08	2015.769336
A/SouthAustralia/31/2016|EPI_ISL_289138|SA|2016-06-10	2016-06-11	2016.443532
A/Victoria/3100/2015|EPI_ISL_287859|VIC|2015-09-15	2015-09-15	2015.706366
NODE_0000655	2013-11-29	2013.911871
NODE_0000302	2014-02-26	2014.158097
A/Victoria/535/2015|EPI_ISL_198010|VIC|2015-07-11	2015-07-11	2015.525667
NODE_0000303	2014-12-09	2014.941050
A/Brisbane/132/2015|EPI_ISL_198031|QLD|2015-06-29	2015-06-29	2015.492813
A/Brisbane/184/2015|EPI_ISL_287810|QLD|2015-10-24	2015-10-24	2015.813142
A/Victoria/15/2015|EPI_ISL_198023|VIC|2015-07-09	2015-07-09	2015.520192
NODE_0000656	2013-11-29	2013.911871
NODE_0000261	2014-02-23	2014.148871
A/Sydney/529/2014|EPI_ISL_194538|NSW|2014-11-20	2014-11-20	2014.887064
A/Canberra/13/2015|EPI_ISL_197922|ACT|2015-03-23	2015-03-23	2015.224504
A/Sydney/506/2015|EPI_ISL_197874|NSW|2015-01-03	2015-01-03	2015.008214
NODE_0000657	2013-12-27	2013.990171
NODE_0000265	2014-03-24	2014.228390
A/Sydney/1/2015|EPI_ISL_192768|NSW|2015-01-11	2015-01-11	2015.030116
NODE_0000266	2014-09-20	2014.720067
A/Perth/116/2015|EPI_ISL_202609|WA|2015-07-15	2015-07-15	2015.536619
A/Perth/114/2015|EPI_ISL_202608|WA|2015-07-07	2015-07-07	2015.514716
NODE_0000658	2014-03-31	2014.246467
NODE_0000659	2014-03-31	2014.246467
A/SouthAustralia/119/2015|EPI_ISL_202699|SA|2015-08-21	2015-08-21	2015.637919
NODE_0000660	2014-03-31	2014.246467
A/Sydney/10/2015|EPI_ISL_192769|NSW|2015-02-20	2015-02-20	2015.139630
NODE_0000661	2014-04-05	2014.262073
A/Townsville/8/2015|EPI_ISL_197886|QLD|2015-03-16	2015-03-16	2015.205339
NODE_0000662	2014-06-02	2014.421174
A/Newcastle/14/2015|EPI_ISL_288020|NSW|2015-06-21	2015-06-21	2015.470910
NODE_0000663	2014-06-02	2014.421174
A/Victoria/509/2015|EPI_ISL_197910|VIC|2015-04-24	2015-04-24	2015.312115
NODE_0000272	2015-09-05	2015.678987
A/SouthAustralia/156/2016|EPI_ISL_249240|SA|2016-11-21	2016-11-22	2016.892539
A/Sydney/225/2015|EPI_ISL_287820|NSW|2015-09-05	2015-09-05	2015.678987
NODE_0000307	2016-01-04	2016.012304
A/Tasmania/219/2016|EPI_ISL_275564|TAS|2016-12-15	2016-12-16	2016.958248
A/Sydney/92/2017|EPI_ISL_275588|NSW|2017-03-21	2017-03-21	2017.219028
A/SouthAustralia/34/2017|EPI_ISL_269344|SA|2017-02-09	2017-02-09	2017.109514
A/Victoria/507/2017|EPI_ISL_275199|VIC|2017-06-28	2017-06-28	2017.490075
NODE_0000309	2016-07-01	2016.499973
A/Townsville/5/2017|EPI_ISL_269279|QLD|2017-03-08	2017-03-08	2017.183436
A/Brisbane/43/2017|EPI_ISL_274922|QLD|2017-04-04	2017-04-04	2017.257358
A/Sydney/1017/2017|EPI_ISL_277306|NSW|2017-07-04	2017-07-04	2017.506502
NODE_0000315	2016-04-25	2016.317272
A/Sydney/100/2017|EPI_ISL_275593|NSW|2017-03-20	2017-03-20	2017.216290
NODE_0000316	2016-06-03	2016.422336
A/Victoria/2027/2017|EPI_ISL_277327|VIC|2017-06-19	2017-06-19	2017.465435
A/SouthAustralia/19/2017|EPI_ISL_249169|SA|2017-01-19	2017-01-19	2017.052019
A/Newcastle/44/2017|EPI_ISL_275549|NSW|2017-03-21	2017-03-21	2017.219028
NODE_0000318	2016-09-23	2016.730943
A/Brisbane/57/2017|EPI_ISL_271279|QLD|2017-05-09	2017-05-09	2017.353183
A/Victoria/192/2017|EPI_ISL_293781|VIC|2017-09-07	2017-09-07	2017.684463
NODE_0000321	2016-07-08	2016.519489
A/Newcastle/18/2017|EPI_ISL_269365|NSW|2017-02-20	2017-02-20	2017.139630
A/Brisbane/203/2017|EPI_ISL_312177|QLD|2017-11-30	2017-11-30	2017.914442
NODE_0000322	2016-03-23	2016.226725
A/Sydney/138/2017|EPI_ISL_274919|NSW|2017-04-25	2017-04-25	2017.314853
A/SouthAustralia/46/2017|EPI_ISL_269392|SA|2017-03-09	2017-03-09	2017.186174
NODE_0000324	2016-05-13	2016.366164
A/Brisbane/9/2017|EPI_ISL_269350|QLD|2017-01-10	2017-01-10	2017.027379
NODE_0000325	2016-07-05	2016.510805
A/Brisbane/22/2017|EPI_ISL_269356|QLD|2017-01-15	2017-01-15	2017.041068
NODE_0000326	2016-10-30	2016.830420
NODE_0000327	2017-01-24	2017.067285
A/Victoria/639/2017|EPI_ISL_277933|VIC|2017-08-08	2017-08-08	2017.602327
A/SouthAustralia/246/2017|EPI_ISL_291337|SA|2017-09-05	2017-09-05	2017.678987
NODE_0000328	2017-01-21	2017.058693
A/SouthAustralia/142/2017|EPI_ISL_275230|SA|2017-06-16	2017-06-16	2017.457221
A/SouthAustralia/93/2017|EPI_ISL_271257|SA|2017-05-23	2017-05-23	2017.391513
NODE_0000332	2013-12-13	2013.950945
A/Victoria/5003/2014|EPI_ISL_192804|VIC|2014-08-25	2014-08-25	2014.648871
A/Victoria/5062/2014|EPI_ISL_192815|VIC|2014-09-23	2014-09-23	2014.728268
NODE_0000333	2014-03-05	2014.175494
A/Brisbane/341/2014|EPI_ISL_219046|QLD|2014-10-03	2014-10-03	2014.755647
A/VICTORIA/673/2014|EPI_ISL_195752|VIC|2014-09-07	2014-09-07	2014.684463
NODE_0000357	2014-06-11	2014.445198
A/Tasmania/7/2015|EPI_ISL_194544|TAS|2015-04-20	2015-04-20	2015.301164
A/SouthAustralia/132/2015|EPI_ISL_287924|SA|2015-09-10	2015-09-10	2015.692676
A/Perth/65/2015|EPI_ISL_287890|WA|2015-07-13	2015-07-13	2015.531143
A/Sydney/27/2015|EPI_ISL_197908|NSW|2015-04-09	2015-04-09	2015.271047
A/Brisbane/40/2015|EPI_ISL_288139|QLD|2015-03-14	2015-03-14	2015.199863
A/Perth/94/2015|EPI_ISL_287947|WA|2015-08-05	2015-08-05	2015.594114
A/SouthAustralia/1006/2015|EPI_ISL_287860|SA|2015-07-10	2015-07-10	2015.522930
NODE_0000363	2014-08-31	2014.666966
A/Victoria/538/2015|EPI_ISL_287987|VIC|2015-07-09	2015-07-09	2015.520192
A/Victoria/52/2015|EPI_ISL_287828|VIC|2015-08-21	2015-08-21	2015.637919
NODE_0000365	2014-10-19	2014.800504
A/Victoria/19/2015|EPI_ISL_202590|VIC|2015-07-17	2015-07-17	2015.542094
A/Victoria/522/2015|EPI_ISL_198002|VIC|2015-06-30	2015-06-30	2015.495551
NODE_0000369	2014-10-14	2014.786543
A/Sydney/1010/2015|EPI_ISL_287956|NSW|2015-07-14	2015-07-14	2015.533881
A/Victoria/820/2015|EPI_ISL_287982|VIC|2015-07-23	2015-07-23	2015.558522
A/SouthAustralia/129/2015|EPI_ISL_287923|SA|2015-09-12	2015-09-12	2015.698152
NODE_0000371	2014-08-11	2014.612621
A/Victoria/16/2015|EPI_ISL_198024|VIC|2015-07-09	2015-07-09	2015.520192
A/Tasmania/1007/2015|EPI_ISL_202694|TAS|2015-07-06	2015-07-06	2015.511978
NODE_0000373	2015-01-26	2015.072007
A/Sydney/1020/2015|EPI_ISL_202623|NSW|2015-08-21	2015-08-21	2015.637919
A/SouthAustralia/1016/2015|EPI_ISL_202579|SA|2015-08-03	2015-08-03	2015.588638
NODE_0000337	2014-02-15	2014.126235
A/Townsville/16/2015|EPI_ISL_287980|QLD|2015-06-19	2015-06-19	2015.465435
NODE_0000338	2014-04-09	2014.271149
A/Perth/24/2015|EPI_ISL_197953|WA|2015-03-19	2015-03-19	2015.213552
A/Brisbane/1003/2015|EPI_ISL_202585|QLD|2015-07-28	2015-07-28	2015.572211
NODE_0000350	2014-12-18	2014.964884
A/Victoria/455/2015|EPI_ISL_209074|VIC|2015-12-15	2015-12-15	2015.955510
A/Brisbane/140/2015|EPI_ISL_198057|QLD|2015-07-06	2015-07-06	2015.511978
NODE_0000346	2014-08-14	2014.620118
A/Victoria/23/2015|EPI_ISL_202641|VIC|2015-07-23	2015-07-23	2015.558522
NODE_0000347	2014-10-08	2014.771173
A/Brisbane/47/2015|EPI_ISL_219027|QLD|2015-03-18	2015-03-18	2015.210815
A/Perth/68/2015|EPI_ISL_202703|WA|2015-07-15	2015-07-15	2015.536619
NODE_0000351	2014-05-27	2014.404007
A/Brisbane/115/2015|EPI_ISL_197975|QLD|2015-06-09	2015-06-09	2015.438056
A/Brisbane/74/2015|EPI_ISL_197941|QLD|2015-04-14	2015-04-14	2015.284736
A/Newcastle/4/2015|EPI_ISL_197927|NSW|2015-04-06	2015-04-06	2015.262834
A/Townsville/6/2015|EPI_ISL_197870|QLD|2015-01-22	2015-01-22	2015.060233
NODE_0000352	2014-10-16	2014.792178
A/SouthAustralia/21/2015|EPI_ISL_219031|SA|2015-03-13	2015-03-13	2015.197125
A/SouthAustralia/52/2015|EPI_ISL_197917|SA|2015-04-22	2015-04-22	2015.306639
NODE_0000696	2014-04-16	2014.292882
A/Victoria/503/2015|EPI_ISL_219038|VIC|2015-03-31	2015-03-31	2015.246407
NODE_0000664	2014-05-26	2014.401141
A/Sydney/1030/2015|EPI_ISL_202455|NSW|2015-08-05	2015-08-05	2015.594114
NODE_0000665	2014-08-03	2014.588970
A/Sydney/9/2016|EPI_ISL_222799|NSW|2016-01-08	2016-01-08	2016.021903
NODE_0000666	2014-09-23	2014.729262
A/Darwin/13/2016|EPI_ISL_255450|NT|2016-02-12	2016-02-12	2016.117728
NODE_0000345	2015-06-21	2015.473391
A/Victoria/44/2015|EPI_ISL_202652|VIC|2015-08-07	2015-08-07	2015.599589
A/Canberra/11/2016|EPI_ISL_233341|ACT|2016-07-20	2016-07-21	2016.553046
NODE_0000374	2014-05-24	2014.396184
NODE_0000667	2014-07-24	2014.561307
NODE_0000380	2015-01-13	2015.038224
A/Brisbane/195/2015|EPI_ISL_209073|QLD|2015-11-02	2015-11-02	2015.837782
A/Victoria/50/2015|EPI_ISL_287838|VIC|2015-08-18	2015-08-18	2015.629706
A/SouthAustralia/146/2015|EPI_ISL_287836|SA|2015-10-07	2015-10-07	2015.766598
NODE_0000668	2014-08-22	2014.641341
NODE_0000379	2015-03-10	2015.189807
A/Newcastle/62/2016|EPI_ISL_255531|NSW|2016-07-07	2016-07-08	2016.517454
A/SouthAustralia/29/2016|EPI_ISL_289123|SA|2016-05-31	2016-06-01	2016.416153
NODE_0000669	2014-08-22	2014.641341
A/Brisbane/183/2015|EPI_ISL_222800|QLD|2015-10-13	2015-10-13	2015.783025
NODE_0000375	2014-12-19	2014.966921
A/Sydney/1022/2015|EPI_ISL_202700|NSW|2015-08-20	2015-08-20	2015.635181
A/Sydney/248/2015|EPI_ISL_287832|NSW|2015-09-02	2015-09-02	2015.670773
NODE_0000382	2014-08-03	2014.588751
A/Newcastle/17/2015|EPI_ISL_288017|NSW|2015-06-24	2015-06-24	2015.479124
NODE_0000384	2015-04-07	2015.266040
A/Sydney/40/2016|EPI_ISL_233803|NSW|2016-03-29	2016-03-30	2016.243669
NODE_0000385	2015-12-29	2015.994093
A/Victoria/7/2016|EPI_ISL_233277|VIC|2016-06-06	2016-06-07	2016.432580
A/Victoria/576/2016|EPI_ISL_234203|VIC|2016-08-05	2016-08-06	2016.596851
NODE_0000386	2015-08-06	2015.598092
NODE_0000387	2016-03-23	2016.224816
A/Brisbane/33/2017|EPI_ISL_269421|QLD|2017-03-06	2017-03-06	2017.177960
A/Victoria/663/2016|EPI_ISL_244005|VIC|2016-11-09	2016-11-10	2016.859685
NODE_0000388	2015-09-25	2015.735556
NODE_0000404	2015-10-28	2015.824166
A/Victoria/500/2017|EPI_ISL_275195|VIC|2017-06-15	2017-06-15	2017.454483
NODE_0000405	2015-11-21	2015.891687
A/Brisbane/3/2017|EPI_ISL_246677|QLD|2017-01-04	2017-01-04	2017.010951
A/Brisbane/318/2016|EPI_ISL_269294|QLD|2016-12-12	2016-12-13	2016.950034
A/Brisbane/321/2016|EPI_ISL_275804|QLD|2016	2016-01-01	2016.000000
NODE_0000670	2016-02-09	2016.111965
NODE_0000671	2016-02-09	2016.111965
NODE_0000389	2016-05-03	2016.337714
A/Brisbane/21/2017|EPI_ISL_269355|QLD|2017-01-20	2017-01-20	2017.054757
A/Victoria/123/2017|EPI_ISL_313384|VIC|2017-08-24	2017-08-24	2017.646133
A/Victoria/120/2017|EPI_ISL_313363|VIC|2017-08-19	2017-08-19	2017.632444
A/Perth/2/2017|EPI_ISL_269325|NT|2017-01-06	2017-01-06	2017.016427
A/Brisbane/34/2017|EPI_ISL_269422|QLD|2017-03-14	2017-03-14	2017.199863
NODE_0000394	2017-04-14	2017.286385
A/Sydney/1143/2017|EPI_ISL_288977|NSW|2017-08-28	2017-08-28	2017.657084
A/Sydney/3/2018|EPI_ISL_312180|NSW|2018-01-26	2018-01-26	2018.071184
NODE_0000672	2016-02-10	2016.114099
A/Brisbane/273/2016|EPI_ISL_243919|QLD|2016-10-17	2016-10-18	2016.796715
NODE_0000673	2016-04-02	2016.253001
NODE_0000399	2016-07-06	2016.512271
A/Victoria/900/2017|EPI_ISL_275489|VIC|2017-05-03	2017-05-03	2017.336756
A/Victoria/1/2017|EPI_ISL_269376|VIC|2017-03-12	2017-03-12	2017.194387
NODE_0000674	2016-04-02	2016.253001
A/SouthAustralia/5/2017|EPI_ISL_269301|SA|2017-01-14	2017-01-14	2017.038330
NODE_0000675	2016-04-02	2016.253001
NODE_0000400	2017-03-01	2017.166003
A/Brisbane/45/2018|EPI_ISL_314602|QLD|2018-04-17	2018-04-17	2018.292950
A/SouthAustralia/269/2017|EPI_ISL_312604|SA|2017-12-06	2017-12-06	2017.930869
NODE_0000397	2016-07-16	2016.540349
A/Brisbane/313/2016|EPI_ISL_249256|QLD|2016-11-29	2016-11-30	2016.914442
A/Tasmania/14/2017|EPI_ISL_277346|TAS|2017-07-16	2017-07-16	2017.539357
NODE_0000407	2016-05-10	2016.358629
A/Sydney/87/2017|EPI_ISL_275578|NSW|2017-03-11	2017-03-11	2017.191650
A/Sydney/83/2017|EPI_ISL_269449|NSW|2017-04-19	2017-04-19	2017.298426
NODE_0000409	2016-09-13	2016.702282
A/Victoria/943/2017|EPI_ISL_293773|VIC|2017-09-20	2017-09-20	2017.720055
A/SouthAustralia/10/2018|EPI_ISL_320966|SA|2018-04-03	2018-04-03	2018.254620
NODE_0000676	2016-10-16	2016.792340
A/Brisbane/106/2018|EPI_ISL_322716|QLD|2018-07-05	2018-07-05	2018.509240
A/Brisbane/11/2018|EPI_ISL_312153|QLD|2018-01-31	2018-01-31	2018.084873
NODE_0000413	2016-12-15	2016.956556
A/SouthAustralia/2/2018|EPI_ISL_314620|SA|2018-01-06	2018-01-06	2018.016427
A/Sydney/1177/2017|EPI_ISL_289887|NSW|2017-09-11	2017-09-11	2017.695414
A/Victoria/533/2017|EPI_ISL_277318|VIC|2017-07-08	2017-07-08	2017.517454
A/Sydney/224/2017|EPI_ISL_299607|NSW|2017-12-04	2017-12-04	2017.925394
A/Perth/151/2018|EPI_ISL_334090|WA|2018-09-30	2018-09-30	2018.747433
A/Victoria/21/2017|EPI_ISL_277316|VIC|2017-07-03	2017-07-03	2017.503765
A/Tasmania/35/2017|EPI_ISL_277986|TAS|2017-07-22	2017-07-22	2017.555784
NODE_0000417	2017-07-11	2017.526418
A/SouthAustralia/13/2018|EPI_ISL_320397|SA|2018-05-29	2018-05-29	2018.407940
A/Sydney/25/2018|EPI_ISL_314604|NSW|2018-01-27	2018-01-27	2018.073922
NODE_0000419	2017-03-02	2017.168491
A/Newcastle/206/2017|EPI_ISL_312146|NSW|2017-12-11	2017-12-11	2017.944559
NODE_0000420	2017-09-09	2017.690021
A/Newcastle/9/2018|EPI_ISL_321457|NSW|2018-02-21	2018-02-21	2018.142368
A/Brisbane/58/2018|EPI_ISL_320361|QLD|2018-04-24	2018-04-24	2018.312115
NODE_0000425	2017-03-11	2017.193271
A/Sydney/515/2018|EPI_ISL_322339|NSW|2018-04-21	2018-04-21	2018.303901
A/SouthAustralia/11/2018|EPI_ISL_313815|SA|2018-04-03	2018-04-03	2018.254620
NODE_0000427	2017-06-03	2017.422323
A/Brisbane/43/2018|EPI_ISL_330023|Queensland|2018-04-07	2018-04-07	2018.265572
A/SouthAustralia/3/2018|EPI_ISL_314613|SA|2018-01-08	2018-01-08	2018.021903
NODE_0000429	2017-06-14	2017.453333
A/Brisbane/57/2018|EPI_ISL_314015|QLD|2018-05-09	2018-05-09	2018.353183
A/Victoria/909/2018|EPI_ISL_332743|VIC|2018-10-27	2018-10-27	2018.821355
A/Sydney/11/2018|EPI_ISL_312166|NSW|2018-01-19	2018-01-19	2018.052019
A/Brisbane/36/2018|EPI_ISL_331890|QLD|2018-03-24	2018-03-24	2018.227242
A/Sydney/18/2018|EPI_ISL_314607|NSW|2018-03-06	2018-03-06	2018.177960
A/Brisbane/1016/2018|EPI_ISL_333937|QLD|2018-09-24	2018-09-24	2018.731006
A/Sydney/179/2018|EPI_ISL_331776|NSW|2018-10-07	2018-10-07	2018.766598
NODE_0000437	2017-09-24	2017.731092
A/Tasmania/1001/2018|EPI_ISL_332745|TAS|2018-10-02	2018-10-02	2018.752909
A/Brisbane/25/2018|EPI_ISL_314628|QLD|2018-02-23	2018-02-23	2018.147844
NODE_0000447	2017-09-06	2017.681728
A/Perth/1024/2018|EPI_ISL_330114|WA|2018-09-06	2018-09-06	2018.681725
A/Perth/43/2018|EPI_ISL_323050|WA|2018-07-12	2018-07-12	2018.528405
NODE_0000449	2017-08-21	2017.638600
A/Townsville/04/2018|EPI_ISL_313811|QLD|2018-03-12	2018-03-12	2018.194387
A/Brisbane/17/2018|EPI_ISL_312158|QLD|2018-02-09	2018-02-09	2018.109514
NODE_0000433	2017-10-04	2017.760917
A/Sydney/68/2018|EPI_ISL_321451|NSW|2018-07-02	2018-07-02	2018.501027
A/Sydney/182/2018|EPI_ISL_332734|NSW|2018-10-18	2018-10-18	2018.796715
A/Newcastle/13/2018|EPI_ISL_320380|NSW|2018-03-13	2018-03-13	2018.197125
NODE_0000439	2017-08-22	2017.642129
A/Canberra/9/2018|EPI_ISL_329735|ACT|2018-06-14	2018-06-14	2018.451745
NODE_0000440	2017-10-11	2017.779991
A/Brisbane/32/2018|EPI_ISL_320942|QLD|2018-03-13	2018-03-13	2018.197125
A/Brisbane/40/2018|EPI_ISL_320940|QLD|2018-04-04	2018-04-04	2018.257358
NODE_0000444	2017-08-11	2017.611186
A/Sydney/15/2018|EPI_ISL_314608|NSW|2018-03-03	2018-03-03	2018.169747
A/SouthAustralia/5/2018|EPI_ISL_314619|SA|2018-01-24	2018-01-24	2018.065708
A/Newcastle/11/2018|EPI_ISL_320378|NSW|2018-03-23	2018-03-23	2018.224504
NODE_0000451	2014-07-11	2014.528138
A/Victoria/531/2015|EPI_ISL_198013|VIC|2015-06-28	2015-06-28	2015.490075
NODE_0000452	2014-12-08	2014.937197
A/Brisbane/1001/2017|EPI_ISL_277301|QLD|2017-02-27	2017-02-27	2017.158795
NODE_0000453	2015-01-12	2015.033612
NODE_0000677	2015-03-10	2015.191322
NODE_0000463	2015-06-05	2015.429522
A/Sydney/88/2016|EPI_ISL_255453|NSW|2016	2016-01-01	2016.000000
A/SouthAustralia/166/2016|EPI_ISL_249178|SA|2016-12-07	2016-12-08	2016.936345
NODE_0000678	2015-10-22	2015.809709
NODE_0000457	2016-01-18	2016.049544
A/Tasmania/6/2017|EPI_ISL_269373|TAS|2017-01-10	2017-01-10	2017.027379
A/Perth/277/2016|EPI_ISL_289852|WA|2016-09-30	2016-10-01	2016.750171
NODE_0000679	2015-10-22	2015.809709
A/SouthAustralia/112/2016|EPI_ISL_239973|SA|2016-09-08	2016-09-09	2016.689938
NODE_0000680	2015-10-22	2015.809709
NODE_0000460	2016-01-10	2016.029050
A/Brisbane/286/2016|EPI_ISL_243972|QLD|2016-10-20	2016-10-21	2016.804928
A/Brisbane/224/2016|EPI_ISL_239901|QLD|2016-09-25	2016-09-26	2016.736482
