name,cdate
A/Brisbane/200/2016|EPI_ISL_239814|2016-10-03,2016-10-03
A/Sydney/142/2016|EPI_ISL_239807|2016-06-30,2016-06-30
A/SouthAustralia/54/2016|EPI_ISL_239806|2016-07-12,2016-07-12
A/SouthAustralia/54/2016|EPI_ISL_239805|2016-07-12,2016-07-12
A/Sydney/142/2016|EPI_ISL_239509|2016-06-30,2016-06-30
A/Newcastle/30/2016|EPI_ISL_239440|2016-03-29,2016-03-29
A/Canberra/7/2016|EPI_ISL_239438|2016-04-10,2016-04-10
A/Canberra/7/2016|EPI_ISL_239349|2016-04-10,2016-04-10
A/Newcastle/30/2016|EPI_ISL_239348|2016-03-29,2016-03-29
A/Sydney/142/2016|EPI_ISL_238631|2016-06-30,2016-06-30
A/Victoria/600/2016|EPI_ISL_237904|2016-08-23,2016-08-23
A/Sydney/246/2016|EPI_ISL_237903|2016-08-06,2016-08-06
A/SouthAustralia/91/2016|EPI_ISL_237902|2016-08-16,2016-08-16
A/Sydney/261/2016|EPI_ISL_237901|2016-08-17,2016-08-17
A/SouthAustralia/90/2016|EPI_ISL_237900|2016-08-16,2016-08-16
A/Victoria/814/2016|EPI_ISL_237899|2016-08-29,2016-08-29
A/Victoria/813/2016|EPI_ISL_237898|2016-08-29,2016-08-29
A/Newcastle/134/2016|EPI_ISL_237896|2016-08-23,2016-08-23
A/Victoria/2049/2016|EPI_ISL_237881|2016-07-24,2016-07-24
A/Newcastle/83/2016|EPI_ISL_237880|2016-07-27,2016-07-27
A/Victoria/2080/2016|EPI_ISL_237879|2016-08-11,2016-08-11
A/Tasmania/1002/2016|EPI_ISL_237878|2016-08-01,2016-08-01
A/Sydney/188/2016|EPI_ISL_237877|2016-07-23,2016-07-23
A/Newcastle/110/2016|EPI_ISL_237871|2016-08-11,2016-08-11
A/Tasmania/16/2016|EPI_ISL_237849|2016-08-02,2016-08-02
A/Darwin/1002/2016|EPI_ISL_237848|2016-08-15,2016-08-15
A/Newcastle/1002/2016|EPI_ISL_237847|2016-08-02,2016-08-02
A/Brisbane/1004/2016|EPI_ISL_237846|2016-07-25,2016-07-25
A/Sydney/1036/2016|EPI_ISL_237845|2016-08-05,2016-08-05
A/Sydney/1025/2016|EPI_ISL_237844|2016-07-29,2016-07-29
A/Sydney/1024/2016|EPI_ISL_237843|2016-07-25,2016-07-25
A/Brisbane/1005/2016|EPI_ISL_237842|2016-08-03,2016-08-03
A/Sydney/1032/2016|EPI_ISL_237841|2016-08-02,2016-08-02
A/Victoria/1002/2016|EPI_ISL_237840|2016-07-22,2016-07-22
A/Canberra/1001/2016|EPI_ISL_237839|2016-07-25,2016-07-25
A/Canberra/1000/2016|EPI_ISL_237838|2016-07-20,2016-07-20
A/Tasmania/1003/2016|EPI_ISL_237837|2016-08-01,2016-08-01
A/Sydney/142/2016|EPI_ISL_237443|2016-06-30,2016-06-30
A/SouthAustralia/54/2016|EPI_ISL_237442|2016-07-12,2016-07-12
A/Newcastle/91/2016|EPI_ISL_234232|2016-08-04,2016-08-04
A/Tasmania/21/2016|EPI_ISL_234231|2016-08-12,2016-08-12
A/Tasmania/24/2016|EPI_ISL_234230|2016-08-12,2016-08-12
A/Victoria/2079/2016|EPI_ISL_234229|2016-08-11,2016-08-11
A/Victoria/2072/2016|EPI_ISL_234228|2016-08-09,2016-08-09
A/Victoria/601/2016|EPI_ISL_234227|2016-08-29,2016-08-29
A/Sydney/266/2016|EPI_ISL_234226|2016-08-13,2016-08-13
A/Sydney/250/2016|EPI_ISL_234225|2016-08-25,2016-08-25
A/Sydney/241/2016|EPI_ISL_234224|2016-08-03,2016-08-03
A/Victoria/589/2016|EPI_ISL_234223|2016-08-21,2016-08-21
A/Victoria/582/2016|EPI_ISL_234222|2016-08-17,2016-08-17
A/Victoria/581/2016|EPI_ISL_234221|2016-08-17,2016-08-17
A/Victoria/815/2016|EPI_ISL_234220|2016-08-29,2016-08-29
A/Canberra/30/2016|EPI_ISL_234219|2016-08-14,2016-08-14
A/Tasmania/58/2016|EPI_ISL_234218|2016-08-20,2016-08-20
A/Victoria/2102/2016|EPI_ISL_234217|2016-08-16,2016-08-16
A/Victoria/2097/2016|EPI_ISL_234216|2016-08-16,2016-08-16
A/Newcastle/118/2016|EPI_ISL_234215|2016-08-15,2016-08-15
A/Victoria/559/2016|EPI_ISL_234214|2016-08-10,2016-08-10
A/Victoria/2073/2016|EPI_ISL_234213|2016-08-09,2016-08-09
A/Brisbane/169/2016|EPI_ISL_234212|2016-08-04,2016-08-04
A/Victoria/810/2016|EPI_ISL_234211|2016-08-13,2016-08-13
A/Victoria/910/2016|EPI_ISL_234210|2016-08-23,2016-08-23
A/Brisbane/168/2016|EPI_ISL_234209|2016-08-05,2016-08-05
A/Victoria/2112/2016|EPI_ISL_234208|2016-08-18,2016-08-18
A/Newcastle/108/2016|EPI_ISL_234207|2016-08-09,2016-08-09
A/Newcastle/105/2016|EPI_ISL_234206|2016-08-08,2016-08-08
A/Newcastle/93/2016|EPI_ISL_234205|2016-08-03,2016-08-03
A/Victoria/909/2016|EPI_ISL_234204|2016-08-11,2016-08-11
A/Victoria/576/2016|EPI_ISL_234203|2016-08-05,2016-08-05
A/Victoria/575/2016|EPI_ISL_234202|2016-08-05,2016-08-05
A/Victoria/574/2016|EPI_ISL_234201|2016-08-04,2016-08-04
A/Victoria/566/2016|EPI_ISL_234200|2016-08-08,2016-08-08
A/Victoria/561/2016|EPI_ISL_234199|2016-08-10,2016-08-10
A/Victoria/557/2016|EPI_ISL_234198|2016-08-11,2016-08-11
A/Victoria/556/2016|EPI_ISL_234197|2016-08-11,2016-08-11
A/Victoria/554/2016|EPI_ISL_234196|2016-08-11,2016-08-11
A/Victoria/553/2016|EPI_ISL_234195|2016-08-11,2016-08-11
A/Victoria/550/2016|EPI_ISL_234194|2016-08-15,2016-08-15
A/Victoria/2089/2016|EPI_ISL_234193|2016-08-14,2016-08-14
A/Victoria/2088/2016|EPI_ISL_234192|2016-08-14,2016-08-14
A/Victoria/2086/2016|EPI_ISL_234191|2016-08-13,2016-08-13
A/Victoria/2076/2016|EPI_ISL_234190|2016-08-10,2016-08-10
A/Victoria/2074/2016|EPI_ISL_234189|2016-08-09,2016-08-09
A/Victoria/2062/2016|EPI_ISL_234188|2016-08-02,2016-08-02
A/Victoria/2111/2016|EPI_ISL_234187|2016-08-18,2016-08-18
A/Victoria/2108/2016|EPI_ISL_234186|2016-08-17,2016-08-17
A/Victoria/2103/2016|EPI_ISL_234185|2016-08-17,2016-08-17
A/Newcastle/120/2016|EPI_ISL_234184|2016-08-15,2016-08-15
A/Newcastle/115/2016|EPI_ISL_234183|2016-08-12,2016-08-12
A/Newcastle/114/2016|EPI_ISL_234182|2016-08-13,2016-08-13
A/Newcastle/104/2016|EPI_ISL_234181|2016-08-07,2016-08-07
A/Newcastle/102/2016|EPI_ISL_234180|2016-08-05,2016-08-05
A/Newcastle/98/2016|EPI_ISL_234179|2016-08-04,2016-08-04
A/Newcastle/116/2016|EPI_ISL_234178|2016-08-12,2016-08-12
A/Newcastle/109/2016|EPI_ISL_234177|2016-08-08,2016-08-08
A/Newcastle/97/2016|EPI_ISL_234176|2016-08-06,2016-08-06
A/Victoria/907/2016|EPI_ISL_234175|2016-08-17,2016-08-17
A/Brisbane/136/2016|EPI_ISL_234174|2016-08-07,2016-08-07
A/Victoria/906/2016|EPI_ISL_234173|2016-07-28,2016-07-28
A/Victoria/580/2016|EPI_ISL_234172|2016-08-09,2016-08-09
A/Victoria/803/2016|EPI_ISL_234171|2016-08-13,2016-08-13
A/Victoria/301/2016|EPI_ISL_234169|2016-08-10,2016-08-10
A/Brisbane/165/2016|EPI_ISL_234168|2016-08-31,2016-08-31
A/Brisbane/158/2016|EPI_ISL_234167|2016-08-04,2016-08-04
A/Victoria/2106/2016|EPI_ISL_234166|2016-08-17,2016-08-17
A/Tasmania/39/2016|EPI_ISL_234165|2016-08-15,2016-08-15
A/Victoria/564/2016|EPI_ISL_234164|2016-08-08,2016-08-08
A/Victoria/2083/2016|EPI_ISL_234163|2016-08-13,2016-08-13
A/Victoria/2077/2016|EPI_ISL_234162|2016-08-10,2016-08-10
A/Victoria/805/2016|EPI_ISL_234161|2016-08-14,2016-08-14
A/Victoria/548/2016|EPI_ISL_234159|2016-08-15,2016-08-15
A/Victoria/908/2016|EPI_ISL_234158|2016-08-12,2016-08-12
A/Victoria/808/2016|EPI_ISL_234157|2016-08-13,2016-08-13
A/Victoria/546/2016|EPI_ISL_234156|2016-07-31,2016-07-31
A/Victoria/809/2016|EPI_ISL_234155|2016-08-13,2016-08-13
A/Victoria/807/2016|EPI_ISL_234154|2016-08-15,2016-08-15
A/Newcastle/68/2016|EPI_ISL_234153|2016-07-30,2016-07-30
A/Newcastle/78/2016|EPI_ISL_234152|2016-07-25,2016-07-25
A/Victoria/542/2016|EPI_ISL_234151|2016-08-01,2016-08-01
A/Victoria/534/2016|EPI_ISL_234150|2016-07-31,2016-07-31
A/Brisbane/122/2016|EPI_ISL_234140|2016-06-09,2016-06-09
A/Tasmania/1000/2016|EPI_ISL_234139|2016-07-20,2016-07-20
A/Sydney/131/2016|EPI_ISL_234138|2016-07-25,2016-07-25
A/Newcastle/64/2016|EPI_ISL_234137|2016-07-07,2016-07-07
A/Newcastle/54/2016|EPI_ISL_234136|2016-07-15,2016-07-15
A/Sydney/162/2016|EPI_ISL_234135|2016-06-29,2016-06-29
A/Sydney/121/2016|EPI_ISL_234134|2016-07-04,2016-07-04
A/Perth/22/2016|EPI_ISL_234132|2016-04-15,2016-04-15
A/Brisbane/68/2016|EPI_ISL_234131|2016-03-14,2016-03-14
A/Brisbane/206/2016|EPI_ISL_234130|2015-12-19,2015-12-19
A/Sydney/1069/2016|EPI_ISL_234129|2016-08-16,2016-08-16
A/Sydney/1065/2016|EPI_ISL_234128|2016-08-15,2016-08-15
A/Sydney/1061/2016|EPI_ISL_234127|2016-08-12,2016-08-12
A/Tasmania/1006/2016|EPI_ISL_234126|2016-08-12,2016-08-12
A/Sydney/1059/2016|EPI_ISL_234125|2016-08-16,2016-08-16
A/Sydney/1058/2016|EPI_ISL_234124|2016-08-16,2016-08-16
A/Brisbane/1009/2016|EPI_ISL_234123|2016-08-10,2016-08-10
A/Sydney/1046/2016|EPI_ISL_234122|2016-08-09,2016-08-09
A/Brisbane/1008/2016|EPI_ISL_234121|2016-08-09,2016-08-09
A/SouthAustralia/1001/2016|EPI_ISL_234120|2016-08-10,2016-08-10
A/Perth/102/2016|EPI_ISL_234119|2016-08-09,2016-08-09
A/Perth/101/2016|EPI_ISL_234118|2016-08-09,2016-08-09
A/Perth/99/2016|EPI_ISL_234117|2016-08-09,2016-08-09
A/Perth/93/2016|EPI_ISL_234116|2016-08-08,2016-08-08
A/Perth/86/2016|EPI_ISL_234115|2016-08-03,2016-08-03
A/Perth/80/2016|EPI_ISL_234114|2016-07-29,2016-07-29
A/Sydney/1039/2016|EPI_ISL_234113|2016-08-05,2016-08-05
A/Brisbane/1006/2016|EPI_ISL_234112|2016-07-31,2016-07-31
A/Sydney/1035/2016|EPI_ISL_234111|2016-08-01,2016-08-01
A/Sydney/1033/2016|EPI_ISL_234110|2016-07-29,2016-07-29
A/Brisbane/1014/2016|EPI_ISL_234109|2016-08-16,2016-08-16
A/Sydney/1067/2016|EPI_ISL_234108|2016-08-17,2016-08-17
A/Sydney/1064/2016|EPI_ISL_234107|2016-08-12,2016-08-12
A/Brisbane/1010/2016|EPI_ISL_234106|2016-08-10,2016-08-10
A/Sydney/1045/2016|EPI_ISL_234105|2016-08-08,2016-08-08
A/Perth/88/2016|EPI_ISL_234104|2016-08-05,2016-08-05
A/Perth/84/2016|EPI_ISL_234103|2016-08-02,2016-08-02
A/Perth/82/2016|EPI_ISL_234102|2016-08-01,2016-08-01
A/Perth/78/2016|EPI_ISL_234101|2016-07-24,2016-07-24
A/Canberra/1003/2016|EPI_ISL_234100|2016-08-09,2016-08-09
A/Tasmania/1005/2016|EPI_ISL_234099|2016-08-08,2016-08-08
A/Sydney/1044/2016|EPI_ISL_234098|2016-08-05,2016-08-05
A/Victoria/57/2016|EPI_ISL_234097|2016-08-01,2016-08-01
A/Victoria/54/2016|EPI_ISL_234096|2016-08-01,2016-08-01
A/Victoria/45/2016|EPI_ISL_234095|2016-07-23,2016-07-23
A/Victoria/64/2016|EPI_ISL_234094|2016-08-09,2016-08-09
A/Victoria/63/2016|EPI_ISL_234093|2016-08-08,2016-08-08
A/Sydney/1037/2016|EPI_ISL_234092|2016-08-02,2016-08-02
A/Victoria/61/2016|EPI_ISL_234091|2016-08-04,2016-08-04
A/Perth/106/2016|EPI_ISL_234090|2016-08-09,2016-08-09
A/Perth/103/2016|EPI_ISL_234089|2016-08-09,2016-08-09
A/Perth/100/2016|EPI_ISL_234088|2016-08-09,2016-08-09
A/Perth/97/2016|EPI_ISL_234087|2016-08-08,2016-08-08
A/Perth/96/2016|EPI_ISL_234086|2016-08-08,2016-08-08
A/Perth/95/2016|EPI_ISL_234085|2016-08-08,2016-08-08
A/Perth/94/2016|EPI_ISL_234084|2016-08-08,2016-08-08
A/Perth/83/2016|EPI_ISL_234083|2016-08-01,2016-08-01
A/Perth/76/2016|EPI_ISL_234082|2016-07-14,2016-07-14
A/Perth/75/2016|EPI_ISL_234081|2016-06-29,2016-06-29
A/Victoria/70/2016|EPI_ISL_234080|2016-08-12,2016-08-12
A/Victoria/68/2016|EPI_ISL_234079|2016-08-11,2016-08-11
A/Victoria/67/2016|EPI_ISL_234078|2016-08-11,2016-08-11
A/Victoria/66/2016|EPI_ISL_234077|2016,2016
A/Victoria/65/2016|EPI_ISL_234076|2016-08-09,2016-08-09
A/Victoria/58/2016|EPI_ISL_234075|2016-08-01,2016-08-01
A/Victoria/52/2016|EPI_ISL_234074|2016-07-30,2016-07-30
A/Victoria/49/2016|EPI_ISL_234073|2016-07-27,2016-07-27
A/Victoria/48/2016|EPI_ISL_234072|2016-07-26,2016-07-26
A/Perth/89/2016|EPI_ISL_234071|2016-08-05,2016-08-05
A/Victoria/62/2016|EPI_ISL_234070|2016-08-05,2016-08-05
A/Victoria/55/2016|EPI_ISL_234069|2016-08-01,2016-08-01
A/Perth/109/2016|EPI_ISL_234068|2016-08-11,2016-08-11
A/Perth/79/2016|EPI_ISL_234067|2016-07-26,2016-07-26
A/Perth/68/2016|EPI_ISL_234066|2016-07-19,2016-07-19
A/Perth/47/2016|EPI_ISL_234065|2016-07-01,2016-07-01
A/Victoria/541/2016|EPI_ISL_234064|2016-08-01,2016-08-01
A/Perth/71/2016|EPI_ISL_234063|2016-07-20,2016-07-20
A/Perth/62/2016|EPI_ISL_234062|2016-07-12,2016-07-12
A/Perth/48/2016|EPI_ISL_234061|2016-07-02,2016-07-02
A/Perth/40/2016|EPI_ISL_234060|2016-06-28,2016-06-28
A/Victoria/41/2016|EPI_ISL_234059|2016-07-19,2016-07-19
A/SouthAustralia/33/2016|EPI_ISL_233870|2016-05-27,2016-05-27
A/Brisbane/92/2016|EPI_ISL_233868|2016-04-24,2016-04-24
A/SouthAustralia/32/2016|EPI_ISL_233867|2016-06-10,2016-06-10
A/SouthAustralia/30/2016|EPI_ISL_233866|2016-06-08,2016-06-08
A/Victoria/505/2016|EPI_ISL_233843|2016-06-01,2016-06-01
A/Victoria/504/2016|EPI_ISL_233842|2016-05-15,2016-05-15
A/Brisbane/77/2016|EPI_ISL_233829|2016-04-02,2016-04-02
A/Victoria/2015/2016|EPI_ISL_233819|2016-03-15,2016-03-15
A/Sydney/80/2016|EPI_ISL_233805|2016-03-03,2016-03-03
A/Sydney/40/2016|EPI_ISL_233803|2016-03-29,2016-03-29
A/Victoria/39/2016|EPI_ISL_233367|2016-07-18,2016-07-18
A/Victoria/37/2016|EPI_ISL_233366|2016-07-15,2016-07-15
A/Victoria/36/2016|EPI_ISL_233365|2016-07-13,2016-07-13
A/Victoria/35/2016|EPI_ISL_233364|2016-07-07,2016-07-07
A/Newcastle/75/2016|EPI_ISL_233363|2016-07-25,2016-07-25
A/Newcastle/72/2016|EPI_ISL_233362|2016-07-22,2016-07-22
A/Victoria/547/2016|EPI_ISL_233361|2016-08-01,2016-08-01
A/Victoria/545/2016|EPI_ISL_233360|2016-07-31,2016-07-31
A/Victoria/544/2016|EPI_ISL_233359|2016-07-26,2016-07-26
A/Sydney/168/2016|EPI_ISL_233353|2016-06-30,2016-06-30
A/Sydney/167/2016|EPI_ISL_233352|2016-07-05,2016-07-05
A/Victoria/42/2016|EPI_ISL_233345|2016-07-20,2016-07-20
A/Newcastle/87/2016|EPI_ISL_233344|2016-07-25,2016-07-25
A/Canberra/25/2016|EPI_ISL_233342|2016-07-21,2016-07-21
A/Canberra/11/2016|EPI_ISL_233341|2016-07-20,2016-07-20
A/Sydney/154/2016|EPI_ISL_233333|2016-07-04,2016-07-04
A/Sydney/149/2016|EPI_ISL_233332|2016-07-04,2016-07-04
A/Sydney/144/2016|EPI_ISL_233331|2016-07-02,2016-07-02
A/Sydney/143/2016|EPI_ISL_233330|2016-07-02,2016-07-02
A/Sydney/140/2016|EPI_ISL_233329|2016-07-10,2016-07-10
A/Sydney/139/2016|EPI_ISL_233328|2016-06-28,2016-06-28
A/Sydney/115/2016|EPI_ISL_233327|2016-07-01,2016-07-01
A/Canberra/13/2016|EPI_ISL_233326|2016-07-22,2016-07-22
A/Victoria/801/2016|EPI_ISL_233323|2016-07-30,2016-07-30
A/SouthAustralia/62/2016|EPI_ISL_233322|2016-07-20,2016-07-20
A/Victoria/522/2016|EPI_ISL_233321|2016-07-04,2016-07-04
A/Victoria/518/2016|EPI_ISL_233320|2016-07-14,2016-07-14
A/Sydney/130/2016|EPI_ISL_233319|2016-07-12,2016-07-12
A/Sydney/126/2016|EPI_ISL_233318|2016-07-09,2016-07-09
A/Sydney/124/2016|EPI_ISL_233317|2016-07-14,2016-07-14
A/Sydney/122/2016|EPI_ISL_233316|2016-07-05,2016-07-05
A/Sydney/116/2016|EPI_ISL_233315|2016-07-05,2016-07-05
A/Brisbane/1001/2016|EPI_ISL_233314|2016-07-13,2016-07-13
A/SouthAustralia/60/2016|EPI_ISL_233313|2016-07-13,2016-07-13
A/Sydney/1013/2016|EPI_ISL_233312|2016-07-08,2016-07-08
A/Victoria/513/2016|EPI_ISL_233311|2016-07-20,2016-07-20
A/Tasmania/11/2016|EPI_ISL_233310|2016-07-25,2016-07-25
A/Newcastle/58/2016|EPI_ISL_233299|2016-07-10,2016-07-10
A/Sydney/129/2016|EPI_ISL_233298|2016-06-30,2016-06-30
A/Sydney/106/2016|EPI_ISL_233297|2016-07-02,2016-07-02
A/Sydney/105/2016|EPI_ISL_233296|2016-07-01,2016-07-01
A/Sydney/1018/2016|EPI_ISL_233295|2016-07-20,2016-07-20
A/Tasmania/1001/2016|EPI_ISL_233294|2016-07-20,2016-07-20
A/Sydney/1015/2016|EPI_ISL_233293|2016-07-12,2016-07-12
A/Sydney/1014/2016|EPI_ISL_233292|2016-07-11,2016-07-11
A/SouthAustralia/55/2016|EPI_ISL_233291|2016-07-11,2016-07-11
A/Victoria/2045/2016|EPI_ISL_233290|2016-07-16,2016-07-16
A/Victoria/539/2016|EPI_ISL_233288|2016-07-26,2016-07-26
A/Sydney/171/2016|EPI_ISL_233283|2016-07-29,2016-07-29
A/SouthAustralia/1067/2017|EPI_ISL_289892|2017-09-14,2017-09-14
A/SouthAustralia/1066/2017|EPI_ISL_289891|2017-09-11,2017-09-11
A/Victoria/1037/2017|EPI_ISL_289890|2017-09-11,2017-09-11
A/Brisbane/1082/2017|EPI_ISL_289889|2017-09-06,2017-09-06
A/Sydney/1179/2017|EPI_ISL_289888|2017-09-04,2017-09-04
A/Sydney/1177/2017|EPI_ISL_289887|2017-09-11,2017-09-11
A/Sydney/1173/2017|EPI_ISL_289886|2017-09-11,2017-09-11
A/Sydney/1172/2017|EPI_ISL_289885|2017-09-11,2017-09-11
A/Tasmania/1032/2017|EPI_ISL_289884|2017-09-11,2017-09-11
A/Tasmania/1031/2017|EPI_ISL_289883|2017-09-11,2017-09-11
A/Brisbane/1076/2017|EPI_ISL_289882|2017-09-08,2017-09-08
A/Sydney/1167/2017|EPI_ISL_289881|2017-09-11,2017-09-11
A/Sydney/1164/2017|EPI_ISL_289880|2017-08-30,2017-08-30
A/Sydney/1163/2017|EPI_ISL_289879|2017-09-01,2017-09-01
A/Sydney/1162/2017|EPI_ISL_289878|2017-08-30,2017-08-30
A/SouthAustralia/1062/2017|EPI_ISL_289877|2017-09-08,2017-09-08
A/SouthAustralia/1060/2017|EPI_ISL_289876|2017-09-05,2017-09-05
A/SouthAustralia/1054/2017|EPI_ISL_289875|2017-09-06,2017-09-06
A/Victoria/1034/2017|EPI_ISL_289874|2017-09-04,2017-09-04
A/Brisbane/1074/2017|EPI_ISL_289873|2017-09-01,2017-09-01
A/Sydney/1160/2017|EPI_ISL_289872|2017-08-31,2017-08-31
A/Brisbane/1071/2017|EPI_ISL_289871|2017-09-07,2017-09-07
A/Sydney/1158/2017|EPI_ISL_289870|2017-09-07,2017-09-07
A/SouthAustralia/1053/2017|EPI_ISL_289869|2017-09-05,2017-09-05
A/SouthAustralia/1052/2017|EPI_ISL_289868|2017-09-04,2017-09-04
A/SouthAustralia/1051/2017|EPI_ISL_289867|2017-09-04,2017-09-04
A/Sydney/1156/2017|EPI_ISL_289866|2017-09-07,2017-09-07
A/Newcastle/1004/2017|EPI_ISL_289865|2017-09-01,2017-09-01
A/Victoria/1033/2017|EPI_ISL_289864|2017-09-01,2017-09-01
A/SouthAustralia/1050/2017|EPI_ISL_289863|2017-09-04,2017-09-04
A/Sydney/1149/2017|EPI_ISL_289862|2017-08-28,2017-08-28
A/Townsville/1012/2017|EPI_ISL_289861|2017-08-28,2017-08-28
A/Newcastle/36/2017|EPI_ISL_289859|2017-04-16,2017-04-16
A/Newcastle/35/2017|EPI_ISL_289858|2017-03-13,2017-03-13
A/Sydney/1087/2016|EPI_ISL_289857|2016-08-25,2016-08-25
A/Sydney/1073/2016|EPI_ISL_289856|2016-08-23,2016-08-23
A/Perth/261/2016|EPI_ISL_289855|2016-09-27,2016-09-27
A/Perth/193/2016|EPI_ISL_289854|2016-09-02,2016-09-02
A/Perth/262/2016|EPI_ISL_289853|2016-09-29,2016-09-29
A/Perth/277/2016|EPI_ISL_289852|2016-09-30,2016-09-30
A/Perth/247/2016|EPI_ISL_289851|2016-09-20,2016-09-20
A/Perth/246/2016|EPI_ISL_289850|2016-09-20,2016-09-20
A/Perth/215/2016|EPI_ISL_289849|2016-09-07,2016-09-07
A/Perth/203/2016|EPI_ISL_289848|2016-09-06,2016-09-06
A/Perth/202/2016|EPI_ISL_289847|2016-09-05,2016-09-05
A/Perth/187/2016|EPI_ISL_289846|2016-09-02,2016-09-02
A/Perth/178/2016|EPI_ISL_289845|2016-08-30,2016-08-30
A/Perth/167/2016|EPI_ISL_289844|2016-08-29,2016-08-29
A/Perth/145/2016|EPI_ISL_289843|2016-08-16,2016-08-16
A/Perth/144/2016|EPI_ISL_289842|2016-08-22,2016-08-22
A/Perth/141/2016|EPI_ISL_289841|2016-08-22,2016-08-22
A/Perth/132/2016|EPI_ISL_289840|2016-08-17,2016-08-17
A/Perth/128/2016|EPI_ISL_289839|2016-08-14,2016-08-14
A/Perth/129/2016|EPI_ISL_289838|2016-08-13,2016-08-13
A/Perth/108/2016|EPI_ISL_289837|2016-08-02,2016-08-02
A/Perth/240/2016|EPI_ISL_289836|2016-09-19,2016-09-19
A/Perth/236/2016|EPI_ISL_289835|2016-09-17,2016-09-17
A/Brisbane/1031/2016|EPI_ISL_289829|2016-11-02,2016-11-02
A/Sydney/1105/2016|EPI_ISL_289828|2016-09-27,2016-09-27
A/Tasmania/1018/2016|EPI_ISL_289827|2016-09-20,2016-09-20
A/Newcastle/1008/2016|EPI_ISL_289826|2016-09-15,2016-09-15
A/SouthAustralia/18/2016|EPI_ISL_289132|2016-03-22,2016-03-22
A/Victoria/2015/2016|EPI_ISL_289147|2016-03-15,2016-03-15
A/Sydney/80/2016|EPI_ISL_289146|2016-03-03,2016-03-03
A/Brisbane/30/2016|EPI_ISL_289145|2016-01-27,2016-01-27
A/Tasmania/3/2016|EPI_ISL_289144|2016-02-11,2016-02-11
A/SouthAustralia/3/2016|EPI_ISL_289140|2016-01-03,2016-01-03
A/Sydney/29/2016|EPI_ISL_289139|2016-01-10,2016-01-10
A/SouthAustralia/29/2016|EPI_ISL_289123|2016-05-31,2016-05-31
A/SouthAustralia/31/2016|EPI_ISL_289138|2016-06-10,2016-06-10
A/Canberra/5/2016|EPI_ISL_289137|2016-02-19,2016-02-19
A/Canberra/7/2016|EPI_ISL_289136|2016-04-10,2016-04-10
A/Newcastle/30/2016|EPI_ISL_289135|2016-03-29,2016-03-29
A/Brisbane/68/2016|EPI_ISL_289134|2016-03-14,2016-03-14
A/Brisbane/66/2016|EPI_ISL_289133|2016-03-08,2016-03-08
A/SouthAustralia/35/2016|EPI_ISL_289114|2016-06-20,2016-06-20
A/SouthAustralia/34/2016|EPI_ISL_289131|2016-06-24,2016-06-24
A/SouthAustralia/41/2016|EPI_ISL_289130|2016-07-02,2016-07-02
A/SouthAustralia/39/2016|EPI_ISL_289129|2016-07-03,2016-07-03
A/SouthAustralia/38/2016|EPI_ISL_289128|2016-07-03,2016-07-03
A/Victoria/12/2016|EPI_ISL_289127|2016-06-18,2016-06-18
A/Sydney/101/2016|EPI_ISL_289126|2016-06-04,2016-06-04
A/SouthAustralia/27/2016|EPI_ISL_289125|2016-05-09,2016-05-09
A/Newcastle/1000/2016|EPI_ISL_289124|2016-05-18,2016-05-18
A/Newcastle/58/2016|EPI_ISL_289105|2016-07-10,2016-07-10
A/Sydney/129/2016|EPI_ISL_289122|2016-06-30,2016-06-30
A/Sydney/1018/2016|EPI_ISL_289121|2016-07-20,2016-07-20
A/Tasmania/1001/2016|EPI_ISL_289120|2016-07-20,2016-07-20
A/Sydney/1014/2016|EPI_ISL_289119|2016-07-11,2016-07-11
A/SouthAustralia/55/2016|EPI_ISL_289118|2016-07-11,2016-07-11
A/SouthAustralia/54/2016|EPI_ISL_289117|2016-07-12,2016-07-12
A/Victoria/2045/2016|EPI_ISL_289116|2016-07-16,2016-07-16
A/SouthAustralia/51/2016|EPI_ISL_289115|2016-07-06,2016-07-06
A/Victoria/512/2016|EPI_ISL_289097|2016-07-13,2016-07-13
A/Canberra/13/2016|EPI_ISL_289113|2016-07-22,2016-07-22
A/SouthAustralia/62/2016|EPI_ISL_289112|2016-07-20,2016-07-20
A/Sydney/142/2016|EPI_ISL_289111|2016-06-30,2016-06-30
A/Brisbane/122/2016|EPI_ISL_289110|2016-06-09,2016-06-09
A/Brisbane/1001/2016|EPI_ISL_289109|2016-07-13,2016-07-13
A/SouthAustralia/60/2016|EPI_ISL_289108|2016-07-13,2016-07-13
A/Victoria/508/2016|EPI_ISL_289107|2016-07-23,2016-07-23
A/Newcastle/64/2016|EPI_ISL_289106|2016-07-07,2016-07-07
A/Sydney/143/2016|EPI_ISL_289088|2016-07-02,2016-07-02
A/Sydney/140/2016|EPI_ISL_289104|2016-07-10,2016-07-10
A/Sydney/115/2016|EPI_ISL_289103|2016-07-01,2016-07-01
A/Sydney/1013/2016|EPI_ISL_289102|2016-07-08,2016-07-08
A/Victoria/513/2016|EPI_ISL_289101|2016-07-20,2016-07-20
A/Victoria/542/2016|EPI_ISL_289100|2016-08-01,2016-08-01
A/Victoria/539/2016|EPI_ISL_289099|2016-07-26,2016-07-26
A/Sydney/171/2016|EPI_ISL_289098|2016-07-29,2016-07-29
A/Victoria/548/2016|EPI_ISL_289079|2016-08-15,2016-08-15
