name,cdate
A/VICTORIA/362/2011|EPI_ISL_106841|2011-10-24,2011-10-24
A/Brisbane/299/2011|EPI_ISL_106108|2011-08-13,2011-08-13
A/Victoria/361/2011|EPI_ISL_104004|2011-10-24,2011-10-24
A/Brisbane/299/2011|EPI_ISL_102462|2011-08-13,2011-08-13
A/Victoria/361/2011|EPI_ISL_101507|2011-10-24,2011-10-24
A/Victoria/361/2011|EPI_ISL_101506|2011-10-24,2011-10-24
A/SYDNEY/27/2011|EPI_ISL_99776|2011-06-10,2011-06-10
A/SOUTHAUSTRALIA/280/2011|EPI_ISL_99775|2011-10-02,2011-10-02
A/BRISBANE/358/2011|EPI_ISL_99774|2011-08-11,2011-08-11
A/VICTORIA/335/2011|EPI_ISL_99773|2011-09-28,2011-09-28
A/PERTH/86/2011|EPI_ISL_99772|2011-08-16,2011-08-16
A/VICTORIA/103/2011|EPI_ISL_99771|2011-09-20,2011-09-20
A/VICTORIA/853/2011|EPI_ISL_99770|2011-09-15,2011-09-15
A/VICTORIA/636/2011|EPI_ISL_99767|2011-09-13,2011-09-13
A/VICTORIA/304/2011|EPI_ISL_99766|2011-09-14,2011-09-14
A/VICTORIA/864/2011|EPI_ISL_99763|2011-09-15,2011-09-15
A/VICTORIA/862/2011|EPI_ISL_99762|2011-09-14,2011-09-14
A/VICTORIA/861/2011|EPI_ISL_99761|2011-09-14,2011-09-14
A/PERTH/81/2011|EPI_ISL_99757|2011-08-05,2011-08-05
A/VICTORIA/853/2011|EPI_ISL_99756|2011-09-15,2011-09-15
A/SOUTHAUSTRALIA/206/2011|EPI_ISL_99752|2011-09-02,2011-09-02
A/TASMANIA/26/2011|EPI_ISL_99751|2011-08-13,2011-08-13
A/BRISBANE/299/2011|EPI_ISL_99750|2011-08-13,2011-08-13
A/BRISBANE/281/2011|EPI_ISL_99749|2011-07-19,2011-07-19
A/VICTORIA/555/2011|EPI_ISL_99748|2011-08-06,2011-08-06
A/NEWCASTLE/181/2011|EPI_ISL_99746|2011-08-08,2011-08-08
A/VICTORIA/26/2011|EPI_ISL_99745|2011-08-05,2011-08-05
A/VICTORIA/546/2011|EPI_ISL_99738|2011-07-30,2011-07-30
A/SOUTHAUSTRALIA/45/2011|EPI_ISL_99737|2011-07-20,2011-07-20
A/SOUTHAUSTRALIA/34/2011|EPI_ISL_99736|2011-07-20,2011-07-20
A/VICTORIA/511/2011|EPI_ISL_99734|2011-08-08,2011-08-08
A/VICTORIA/812/2011|EPI_ISL_99733|2011-07-14,2011-07-14
A/BRISBANE/233/2011|EPI_ISL_99732|2011-06-17,2011-06-17
A/SOUTHAUSTRALIA/14/2011|EPI_ISL_99731|2011-07-07,2011-07-07
A/VICTORIA/5/2011|EPI_ISL_99730|2011-07-04,2011-07-04
A/NEWCASTLE/48/2011|EPI_ISL_99729|2011-06-29,2011-06-29
A/VICTORIA/529/2011|EPI_ISL_99728|2011-07-06,2011-07-06
A/SouthAustralia/03/2011|EPI_ISL_96109|2011-06-10,2011-06-10
A/NEWCASTLE/5/2011|EPI_ISL_95230|2011-06-14,2011-06-14
A/BRISBANE/159/2011|EPI_ISL_95229|2011-05-12,2011-05-12
A/VICTORIA/528/2011|EPI_ISL_95228|2011-06-16,2011-06-16
A/SOUTHAUSTRALIA/3/2011|EPI_ISL_95227|2011-06-10,2011-06-10
A/TOWNSVILLE/73/2011|EPI_ISL_95093|2011-04-07,2011-04-07
A/DARWIN/6/2011|EPI_ISL_95079|2011,2011
A/TOWNSVILLE/117/2010|EPI_ISL_94907|2010-12-16,2010-12-16
A/DARWIN/95/2011|EPI_ISL_94867|2011-04-12,2011-04-12
A/DARWIN/92/2011|EPI_ISL_94858|2011-04-04,2011-04-04
A/VICTORIA/803/2011|EPI_ISL_94856|2011-04-02,2011-04-02
A/PERTH/28/2011|EPI_ISL_94855|2011-02-25,2011-02-25
A/TOWNSVILLE/48/2011|EPI_ISL_94849|2011-03-07,2011-03-07
A/TOWNSVILLE/34/2011|EPI_ISL_94839|2011-02-03,2011-02-03
A/DARWIN/25/2011|EPI_ISL_94838|2011-02-25,2011-02-25
A/DARWIN/14/2011|EPI_ISL_94837|2011-02-18,2011-02-18
A/VICTORIA/1034/2010|EPI_ISL_94833|2010-10-30,2010-10-30
A/VICTORIA/1035/2010|EPI_ISL_94832|2010-10-05,2010-10-05
A/TASMANIA/2/2011|EPI_ISL_94831|2011-02-13,2011-02-13
A/TOWNSVILLE/20/2011|EPI_ISL_94826|2011-01-26,2011-01-26
A/TOWNSVILLE/3/2011|EPI_ISL_94807|2011-01-06,2011-01-06
A/TOWNSVILLE/7/2011|EPI_ISL_94796|2011-01-10,2011-01-10
A/VICTORIA/506/2011|EPI_ISL_94782|2011-01-15,2011-01-15
A/Sydney/DD2-02/2010|EPI_ISL_90466|2010-09-04,2010-09-04
A/Sydney/DD2-01/2010|EPI_ISL_90465|2010-09-13,2010-09-13
A/Australia/55/2009|EPI_ISL_87164|2009-07-30,2009-07-30
A/Australia/46/2009|EPI_ISL_87163|2009-07-27,2009-07-27
A/Australia/34/2009|EPI_ISL_87162|2009-07-24,2009-07-24
A/Australia/30/2009|EPI_ISL_87161|2009-07-23,2009-07-23
A/Australia/22/2009|EPI_ISL_87160|2009-07-21,2009-07-21
A/TOWNSVILLE/87/2010|EPI_ISL_86511|2010-11-26,2010-11-26
A/VICTORIA/500/2011|EPI_ISL_86137|2011-01-06,2011-01-06
A/TOWNSVILLE/98/2010|EPI_ISL_86132|2010-12-13,2010-12-13
A/TOWNSVILLE/97/2010|EPI_ISL_86131|2010-12-06,2010-12-06
A/TOWNSVILLE/93/2010|EPI_ISL_86130|2010-12-05,2010-12-05
A/TOWNSVILLE/92/2010|EPI_ISL_86129|2010-12-09,2010-12-09
A/TOWNSVILLE/87/2010|EPI_ISL_86128|2010-11-26,2010-11-26
A/TOWNSVILLE/86/2010|EPI_ISL_86127|2010-11-23,2010-11-23
A/TOWNSVILLE/106/2010|EPI_ISL_86123|2010-12-07,2010-12-07
A/TOWNSVILLE/105/2010|EPI_ISL_86122|2010-12-03,2010-12-03
A/TOWNSVILLE/104/2010|EPI_ISL_86121|2010-12-06,2010-12-06
A/TOWNSVILLE/102/2010|EPI_ISL_86120|2010-12-07,2010-12-07
A/TOWNSVILLE/100/2010|EPI_ISL_86119|2010-12-06,2010-12-06
A/BRISBANE/1/2011|EPI_ISL_86109|2011-01-02,2011-01-02
A/Brisbane/11/2010|EPI_ISL_84104|2010-05-26,2010-05-26
A/Victoria/563/2010|EPI_ISL_84063|2010,2010
A/Brisbane/210/2010|EPI_ISL_84062|2010,2010
A/Perth/10/2010|EPI_ISL_84061|2010,2010
A/Perth/10/2010|EPI_ISL_84060|2010,2010
A/BRISBANE/253/2010|EPI_ISL_83897|2010-09-19,2010-09-19
A/TOWNSVILLE/60/2010|EPI_ISL_83896|2010-10-25,2010-10-25
A/BRISBANE/262/2010|EPI_ISL_83888|2010-09-23,2010-09-23
A/VICTORIA/650/2010|EPI_ISL_83869|2010-10-15,2010-10-15
A/SOUTHAUSTRALIA/414/2010|EPI_ISL_83868|2010-10-04,2010-10-04
A/BRISBANE/122/2010|EPI_ISL_83867|2010-08-22,2010-08-22
A/BRISBANE/258/2010|EPI_ISL_83861|2010-10-01,2010-10-01
A/BRISBANE/252/2010|EPI_ISL_83860|2010-09-20,2010-09-20
A/BRISBANE/219/2010|EPI_ISL_83829|2010-08-30,2010-08-30
A/BRISBANE/218/2010|EPI_ISL_83828|2010-08-28,2010-08-28
A/BRISBANE/217/2010|EPI_ISL_83827|2010-08-25,2010-08-25
A/BRISBANE/210/2010|EPI_ISL_83824|2010-08-19,2010-08-19
A/VICTORIA/563/2010|EPI_ISL_83810|2010-08-30,2010-08-30
A/SYDNEY/13/2010|EPI_ISL_83809|2010-08-12,2010-08-12
A/PERTH/56/2010|EPI_ISL_83808|2010-08-09,2010-08-09
A/PERTH/49/2010|EPI_ISL_83793|2010-08-04,2010-08-04
A/VICTORIA/8/2010|EPI_ISL_83769|2010-08-10,2010-08-10
A/PERTH/501/2010|EPI_ISL_83768|2010-05-20,2010-05-20
A/Brisbane/220/2010|EPI_ISL_83227|2010-09-09,2010-09-09
A/Brisbane/220/2010|EPI_ISL_83226|2010-09-09,2010-09-09
A/Victoria/563/2010|EPI_ISL_83224|2010-08-30,2010-08-30
A/Victoria/563/2010|EPI_ISL_83225|2010-08-30,2010-08-30
A/Perth/10/2010|EPI_ISL_83223|2010-05-25,2010-05-25
A/Brisbane/11/2010|EPI_ISL_79674|2010-05-26,2010-05-26
A/PERTH/501/2010|EPI_ISL_79474|2010-05-20,2010-05-20
A/BRISBANE/31/2010|EPI_ISL_79473|2010-07-08,2010-07-08
A/VICTORIA/8/2010|EPI_ISL_79468|2010-08-10,2010-08-10
A/PERTH/519/2010|EPI_ISL_79467|2010-06-16,2010-06-16
A/Brisbane/11/2010|EPI_ISL_79234|2010-05-26,2010-05-26
A/NEWCASTLE/4/2010|EPI_ISL_78694|2010-06-25,2010-06-25
A/CANBERRA/2/2010|EPI_ISL_78689|2010-06-24,2010-06-24
A/BRISBANE/11/2010|EPI_ISL_78688|2010-05-26,2010-05-26
A/PERTH/10/2010|EPI_ISL_78687|2010-05-25,2010-05-25
A/VICTORIA/208/2009|EPI_ISL_77080|2009-06-02,2009-06-02
A/VICTORIA/4/2010|EPI_ISL_77053|2010-05-11,2010-05-11
A/Australia/18/2009|EPI_ISL_76747|2009-07-21,2009-07-21
A/Perth/673/2009|EPI_ISL_76619|2009-11-04,2009-11-04
A/Sydney/616/2009|EPI_ISL_76618|2009-07-05,2009-07-05
A/Victoria/210/2009|EPI_ISL_76607|2009-06-02,2009-06-02
A/Australia/2/2009|EPI_ISL_74160|2009-07-16,2009-07-16
A/Australia/19/2009|EPI_ISL_74159|2009-07-21,2009-07-21
A/Victoria/210/2009|EPI_ISL_66566|2009-06-02,2009-06-02
A/Victoria/208/2009|EPI_ISL_66559|2009-06-02,2009-06-02
A/PERTH/324/2009|EPI_ISL_65146|2009-07-13,2009-07-13
A/BRISBANE/100/2009|EPI_ISL_65137|2009-07-10,2009-07-10
A/PERTH/107/2009|EPI_ISL_65133|2009-06-21,2009-06-21
A/CANBERRA/20/2009|EPI_ISL_65125|2009-07-14,2009-07-14
A/PERTH/160/2009|EPI_ISL_65123|2009-07-03,2009-07-03
A/SYDNEY/25/2009|EPI_ISL_60927|2009-06-30,2009-06-30
A/VICTORIA/206/2009|EPI_ISL_60924|2009-06-02,2009-06-02
A/BRISBANE/52/2009|EPI_ISL_60923|2009-05-18,2009-05-18
A/SYDNEY/603/2009|EPI_ISL_60918|2009-02-12,2009-02-12
A/Perth/16/2009|EPI_ISL_60761|2009,2009
A/Perth/15/2009|EPI_ISL_60760|2009,2009
A/BRISBANE/54/2009|EPI_ISL_60149|2009-05-07,2009-05-07
A/BRISBANE/66/2009|EPI_ISL_60148|2009-06-23,2009-06-23
A/Canberra/18/2009|EPI_ISL_60003|2009-06-30,2009-06-30
A/Victoria/210/2009|EPI_ISL_33814|2009-06-02,2009-06-02
A/Victoria/208/2009|EPI_ISL_33598|2009-06-02,2009-06-02
A/Victoria/209/2009|EPI_ISL_33597|2009-06-02,2009-06-02
A/Brisbane/53/2009|EPI_ISL_33596|2009-04-28,2009-04-28
A/Sydney/3/2009|EPI_ISL_32486|2009-01-20,2009-01-20
A/Sydney/1/2009|EPI_ISL_32485|2009-01-12,2009-01-12
A/Perth/15/2009|EPI_ISL_31914|2009-04-07,2009-04-07
A/Perth/16/2009|EPI_ISL_31913|2009-04-07,2009-04-07
A/Perth/16/2009|EPI_ISL_31055|2009-04-07,2009-04-07
A/Victoria/502/2009|EPI_ISL_29574|2009-01-25,2009-01-25
A/Victoria/500/2009|EPI_ISL_28580|2009-01-12,2009-01-12
A/Victoria/2036/2017|EPI_ISL_277319|2017-07-12,2017-07-12
A/Victoria/533/2017|EPI_ISL_277318|2017-07-08,2017-07-08
A/Sydney/149/2017|EPI_ISL_277317|2017-06-21,2017-06-21
A/Victoria/21/2017|EPI_ISL_277316|2017-07-03,2017-07-03
A/Victoria/15/2017|EPI_ISL_277315|2017-06-19,2017-06-19
A/SouthAustralia/185/2017|EPI_ISL_277314|2017-07-01,2017-07-01
A/SouthAustralia/182/2017|EPI_ISL_277313|2017-07-01,2017-07-01
A/SouthAustralia/175/2017|EPI_ISL_277312|2017-06-29,2017-06-29
A/SouthAustralia/173/2017|EPI_ISL_277311|2017-06-26,2017-06-26
A/SouthAustralia/145/2017|EPI_ISL_277310|2017-06-12,2017-06-12
A/Sydney/1021/2017|EPI_ISL_277309|2017-07-06,2017-07-06
A/Sydney/1017/2017|EPI_ISL_277306|2017-07-04,2017-07-04
A/Sydney/1013/2017|EPI_ISL_277305|2017-06-29,2017-06-29
A/SouthAustralia/1007/2017|EPI_ISL_277304|2017-07-03,2017-07-03
A/SouthAustralia/1006/2017|EPI_ISL_277303|2017-07-07,2017-07-07
A/SouthAustralia/1001/2017|EPI_ISL_277302|2017-02-27,2017-02-27
A/Brisbane/1001/2017|EPI_ISL_277301|2017-02-27,2017-02-27
A/Sydney/52/2017|EPI_ISL_275806|2017,2017
A/Brisbane/29/2017|EPI_ISL_275805|2017,2017
A/Brisbane/321/2016|EPI_ISL_275804|2016,2016
A/Sydney/112/2017|EPI_ISL_275597|2017-04-18,2017-04-18
A/Sydney/111/2017|EPI_ISL_275596|2017-04-18,2017-04-18
A/Sydney/102/2017|EPI_ISL_275595|2017-03-27,2017-03-27
A/Sydney/101/2017|EPI_ISL_275594|2017-03-23,2017-03-23
A/Sydney/100/2017|EPI_ISL_275593|2017-03-20,2017-03-20
A/Sydney/98/2017|EPI_ISL_275592|2017-04-11,2017-04-11
A/Sydney/95/2017|EPI_ISL_275591|2017-03-21,2017-03-21
A/Sydney/94/2017|EPI_ISL_275590|2017-03-21,2017-03-21
A/Sydney/93/2017|EPI_ISL_275589|2017-03-21,2017-03-21
A/Sydney/92/2017|EPI_ISL_275588|2017-03-21,2017-03-21
A/Sydney/91/2017|EPI_ISL_275587|2017-03-19,2017-03-19
A/Sydney/90/2017|EPI_ISL_275586|2017-03-16,2017-03-16
A/Sydney/89/2017|EPI_ISL_275585|2017-03-14,2017-03-14
A/Sydney/88/2017|EPI_ISL_275584|2017-03-12,2017-03-12
A/Sydney/86/2017|EPI_ISL_275583|2017-03-09,2017-03-09
A/Sydney/82/2017|EPI_ISL_275582|2017-04-11,2017-04-11
A/Sydney/80/2017|EPI_ISL_275581|2017-04-11,2017-04-11
A/Sydney/79/2017|EPI_ISL_275580|2017-04-01,2017-04-01
A/Sydney/113/2017|EPI_ISL_275579|2017-04-21,2017-04-21
A/Sydney/87/2017|EPI_ISL_275578|2017-03-11,2017-03-11
A/Tasmania/219/2016|EPI_ISL_275564|2016-12-15,2016-12-15
A/Newcastle/45/2017|EPI_ISL_275556|2017-03-26,2017-03-26
A/Newcastle/52/2017|EPI_ISL_275555|2017-03-21,2017-03-21
A/Newcastle/51/2017|EPI_ISL_275554|2017-03-21,2017-03-21
A/Newcastle/50/2017|EPI_ISL_275553|2017-03-22,2017-03-22
A/Newcastle/49/2017|EPI_ISL_275552|2017-03-25,2017-03-25
A/Newcastle/47/2017|EPI_ISL_275551|2017-03-25,2017-03-25
A/Newcastle/46/2017|EPI_ISL_275550|2017-03-19,2017-03-19
A/Newcastle/44/2017|EPI_ISL_275549|2017-03-21,2017-03-21
A/Newcastle/43/2017|EPI_ISL_275548|2017-03-26,2017-03-26
A/Newcastle/42/2017|EPI_ISL_275547|2017-03-29,2017-03-29
A/Newcastle/39/2017|EPI_ISL_275546|2017-04-02,2017-04-02
A/Newcastle/34/2017|EPI_ISL_275545|2017-03-14,2017-03-14
A/Victoria/900/2017|EPI_ISL_275489|2017-05-03,2017-05-03
A/Brisbane/13/2017|EPI_ISL_275282|2017-01-16,2017-01-16
A/Brisbane/285/2016|EPI_ISL_275281|2016-10-20,2016-10-20
A/Victoria/13/2017|EPI_ISL_275280|2017-06-14,2017-06-14
A/Victoria/11/2017|EPI_ISL_275278|2017-06-10,2017-06-10
A/SouthAustralia/137/2017|EPI_ISL_275277|2017-06-08,2017-06-08
A/SouthAustralia/136/2017|EPI_ISL_275276|2017-06-04,2017-06-04
A/Victoria/25/2017|EPI_ISL_275275|2017-07-13,2017-07-13
A/Victoria/544/2017|EPI_ISL_275274|2017-06-28,2017-06-28
A/Victoria/541/2017|EPI_ISL_275273|2017-07-09,2017-07-09
A/Victoria/540/2017|EPI_ISL_275272|2017-07-09,2017-07-09
A/Victoria/531/2017|EPI_ISL_275271|2017-07-08,2017-07-08
A/Victoria/528/2017|EPI_ISL_275270|2017-07-05,2017-07-05
A/Victoria/527/2017|EPI_ISL_275269|2017-07-05,2017-07-05
A/Victoria/522/2017|EPI_ISL_275268|2017-06-27,2017-06-27
A/Victoria/518/2017|EPI_ISL_275267|2017-07-03,2017-07-03
A/Victoria/513/2017|EPI_ISL_275266|2017-07-04,2017-07-04
A/Sydney/145/2017|EPI_ISL_275265|2017-06-25,2017-06-25
A/Sydney/144/2017|EPI_ISL_275264|2017-06-28,2017-06-28
A/Sydney/143/2017|EPI_ISL_275263|2017-06-29,2017-06-29
A/SouthAustralia/194/2017|EPI_ISL_275262|2017-06-28,2017-06-28
A/SouthAustralia/192/2017|EPI_ISL_275261|2017-06-27,2017-06-27
A/SouthAustralia/191/2017|EPI_ISL_275260|2017-06-28,2017-06-28
A/SouthAustralia/190/2017|EPI_ISL_275259|2017-06-26,2017-06-26
A/SouthAustralia/187/2017|EPI_ISL_275258|2017-07-01,2017-07-01
A/Victoria/2044/2017|EPI_ISL_275257|2017-07-16,2017-07-16
A/Victoria/2043/2017|EPI_ISL_275256|2017-07-15,2017-07-15
A/Victoria/537/2017|EPI_ISL_275255|2017-07-11,2017-07-11
A/Victoria/517/2017|EPI_ISL_275254|2017-07-03,2017-07-03
A/Sydney/154/2017|EPI_ISL_275253|2017-07-06,2017-07-06
A/Victoria/519/2017|EPI_ISL_275250|2017-07-02,2017-07-02
A/Victoria/22/2017|EPI_ISL_275249|2017-07-04,2017-07-04
A/Victoria/19/2017|EPI_ISL_275248|2017-06-30,2017-06-30
A/Victoria/17/2017|EPI_ISL_275247|2017-06-23,2017-06-23
A/Victoria/16/2017|EPI_ISL_275246|2017-06-21,2017-06-21
A/Sydney/141/2017|EPI_ISL_275245|2017-07-04,2017-07-04
A/Victoria/2500/2017|EPI_ISL_275244|2017-07-07,2017-07-07
A/SouthAustralia/184/2017|EPI_ISL_275243|2017-06-30,2017-06-30
A/SouthAustralia/176/2017|EPI_ISL_275242|2017-06-29,2017-06-29
A/SouthAustralia/174/2017|EPI_ISL_275241|2017-06-29,2017-06-29
A/SouthAustralia/170/2017|EPI_ISL_275240|2017-06-26,2017-06-26
A/SouthAustralia/166/2017|EPI_ISL_275239|2017-06-29,2017-06-29
A/SouthAustralia/165/2017|EPI_ISL_275238|2017-06-30,2017-06-30
A/SouthAustralia/162/2017|EPI_ISL_275237|2017-06-23,2017-06-23
A/SouthAustralia/155/2017|EPI_ISL_275236|2017-06-20,2017-06-20
A/SouthAustralia/154/2017|EPI_ISL_275235|2017-06-21,2017-06-21
A/SouthAustralia/153/2017|EPI_ISL_275234|2017-06-22,2017-06-22
A/SouthAustralia/151/2017|EPI_ISL_275233|2017-06-15,2017-06-15
A/SouthAustralia/146/2017|EPI_ISL_275232|2017-06-14,2017-06-14
A/SouthAustralia/144/2017|EPI_ISL_275231|2017-06-13,2017-06-13
A/SouthAustralia/142/2017|EPI_ISL_275230|2017-06-16,2017-06-16
A/SouthAustralia/141/2017|EPI_ISL_275229|2017-06-17,2017-06-17
A/SouthAustralia/1004/2017|EPI_ISL_275228|2017-06-29,2017-06-29
A/Sydney/1011/2017|EPI_ISL_275227|2017-06-21,2017-06-21
A/Sydney/1010/2017|EPI_ISL_275226|2017-06-26,2017-06-26
A/Townsville/1002/2017|EPI_ISL_275225|2017-06-14,2017-06-14
A/Victoria/23/2017|EPI_ISL_275222|2017-07-04,2017-07-04
A/Sydney/139/2017|EPI_ISL_275221|2017-06-30,2017-06-30
A/SouthAustralia/1005/2017|EPI_ISL_275220|2017-06-29,2017-06-29
A/Sydney/1012/2017|EPI_ISL_275219|2017-06-27,2017-06-27
A/Newcastle/89/2017|EPI_ISL_275215|2017-06-12,2017-06-12
A/Newcastle/88/2017|EPI_ISL_275214|2017-06-17,2017-06-17
A/Newcastle/87/2017|EPI_ISL_275213|2017-06-07,2017-06-07
A/Newcastle/82/2017|EPI_ISL_275212|2017-06-19,2017-06-19
A/Newcastle/75/2017|EPI_ISL_275211|2017-07-02,2017-07-02
A/Newcastle/74/2017|EPI_ISL_275210|2017-07-02,2017-07-02
A/Newcastle/73/2017|EPI_ISL_275209|2017-07-01,2017-07-01
A/Newcastle/72/2017|EPI_ISL_275208|2017-07-01,2017-07-01
A/Newcastle/70/2017|EPI_ISL_275207|2017-06-30,2017-06-30
A/Newcastle/68/2017|EPI_ISL_275206|2017-06-30,2017-06-30
A/Newcastle/62/2017|EPI_ISL_275205|2017-06-27,2017-06-27
A/Newcastle/55/2017|EPI_ISL_275204|2017-07-01,2017-07-01
A/Newcastle/54/2017|EPI_ISL_275203|2017-06-24,2017-06-24
A/Victoria/511/2017|EPI_ISL_275202|2017-06-29,2017-06-29
A/Victoria/509/2017|EPI_ISL_275201|2017-06-29,2017-06-29
A/Victoria/508/2017|EPI_ISL_275200|2017-06-28,2017-06-28
A/Victoria/507/2017|EPI_ISL_275199|2017-06-28,2017-06-28
A/Victoria/505/2017|EPI_ISL_275198|2017-06-20,2017-06-20
A/Victoria/504/2017|EPI_ISL_275197|2017-06-18,2017-06-18
A/Victoria/502/2017|EPI_ISL_275196|2017-06-17,2017-06-17
A/Victoria/500/2017|EPI_ISL_275195|2017-06-15,2017-06-15
A/Perth/87/2017|EPI_ISL_275194|2017-06-22,2017-06-22
A/Perth/86/2017|EPI_ISL_275193|2017-06-14,2017-06-14
A/Victoria/512/2017|EPI_ISL_275191|2017-06-30,2017-06-30
A/Newcastle/78/2017|EPI_ISL_275190|2017-06-04,2017-06-04
A/Newcastle/77/2017|EPI_ISL_275189|2017-07-02,2017-07-02
A/Newcastle/66/2017|EPI_ISL_275188|2017-06-29,2017-06-29
A/Sydney/103/2017|EPI_ISL_274988|2017-03-29,2017-03-29
A/SouthAustralia/90/2017|EPI_ISL_274987|2017-05-09,2017-05-09
A/Newcastle/36/2017|EPI_ISL_274986|2017-04-16,2017-04-16
A/Newcastle/35/2017|EPI_ISL_274985|2017-03-13,2017-03-13
A/Brisbane/32/2017|EPI_ISL_274984|2017-03-09,2017-03-09
A/Brisbane/27/2017|EPI_ISL_274983|2017-03-01,2017-03-01
A/Brisbane/91/2017|EPI_ISL_274951|2017-05-30,2017-05-30
A/Brisbane/53/2017|EPI_ISL_274944|2017-04-24,2017-04-24
A/Sydney/136/2017|EPI_ISL_274943|2017-04-12,2017-04-12
A/Sydney/133/2017|EPI_ISL_274942|2017-04-04,2017-04-04
A/Sydney/132/2017|EPI_ISL_274941|2017-04-02,2017-04-02
A/Sydney/128/2017|EPI_ISL_274940|2017-03-29,2017-03-29
A/Sydney/125/2017|EPI_ISL_274939|2017-03-27,2017-03-27
A/Sydney/124/2017|EPI_ISL_274938|2017-03-27,2017-03-27
A/Sydney/122/2017|EPI_ISL_274937|2017-03-23,2017-03-23
A/Victoria/2013/2017|EPI_ISL_274936|2017-04-06,2017-04-06
A/Victoria/2012/2017|EPI_ISL_274935|2017-04-06,2017-04-06
A/Victoria/2011/2017|EPI_ISL_274934|2017-04-06,2017-04-06
A/Victoria/2008/2017|EPI_ISL_274933|2017-04-01,2017-04-01
A/Brisbane/43/2017|EPI_ISL_274922|2017-04-04,2017-04-04
A/Brisbane/38/2017|EPI_ISL_274921|2017-03-31,2017-03-31
A/Sydney/123/2017|EPI_ISL_274920|2017-03-27,2017-03-27
A/Sydney/138/2017|EPI_ISL_274919|2017-04-25,2017-04-25
A/Sydney/126/2017|EPI_ISL_274918|2017-03-28,2017-03-28
A/Sydney/131/2017|EPI_ISL_274917|2017-04-02,2017-04-02
A/Sydney/115/2017|EPI_ISL_274916|2017-04-25,2017-04-25
A/Sydney/114/2017|EPI_ISL_274915|2017-04-24,2017-04-24
A/Brisbane/4/2017|EPI_ISL_273047|2017-01-09,2017-01-09
A/Sydney/52/2017|EPI_ISL_273046|2017-03-06,2017-03-06
A/Brisbane/29/2017|EPI_ISL_272686|2017-03-08,2017-03-08
A/Sydney/134/2017|EPI_ISL_271321|2017-04-08,2017-04-08
A/Sydney/121/2017|EPI_ISL_271320|2017-04-12,2017-04-12
A/Sydney/120/2017|EPI_ISL_271319|2017-04-12,2017-04-12
A/Sydney/119/2017|EPI_ISL_271318|2017-05-15,2017-05-15
A/Victoria/2018/2017|EPI_ISL_271309|2017-04-26,2017-04-26
A/Victoria/2017/2017|EPI_ISL_271308|2017-04-14,2017-04-14
A/Victoria/2015/2017|EPI_ISL_271307|2017-04-12,2017-04-12
A/Victoria/2014/2017|EPI_ISL_271306|2017-04-06,2017-04-06
A/Victoria/2010/2017|EPI_ISL_271305|2017-04-06,2017-04-06
A/Victoria/10/2017|EPI_ISL_271304|2017-06-05,2017-06-05
A/Victoria/9/2017|EPI_ISL_271303|2017-06-02,2017-06-02
A/SouthAustralia/134/2017|EPI_ISL_271302|2017-06-06,2017-06-06
A/SouthAustralia/132/2017|EPI_ISL_271301|2017-06-05,2017-06-05
A/SouthAustralia/131/2017|EPI_ISL_271300|2017-06-08,2017-06-08
A/SouthAustralia/130/2017|EPI_ISL_271299|2017-06-07,2017-06-07
A/SouthAustralia/129/2017|EPI_ISL_271298|2017-06-06,2017-06-06
A/SouthAustralia/128/2017|EPI_ISL_271297|2017-06-06,2017-06-06
A/SouthAustralia/127/2017|EPI_ISL_271296|2017-06-07,2017-06-07
A/SouthAustralia/126/2017|EPI_ISL_271295|2017-06-04,2017-06-04
A/SouthAustralia/125/2017|EPI_ISL_271294|2017-06-05,2017-06-05
A/SouthAustralia/124/2017|EPI_ISL_271293|2017-05-31,2017-05-31
A/SouthAustralia/123/2017|EPI_ISL_271292|2017-05-28,2017-05-28
A/SouthAustralia/122/2017|EPI_ISL_271291|2017-06-03,2017-06-03
A/SouthAustralia/121/2017|EPI_ISL_271290|2017-05-28,2017-05-28
A/SouthAustralia/120/2017|EPI_ISL_271289|2017-06-02,2017-06-02
A/SouthAustralia/119/2017|EPI_ISL_271288|2017-05-31,2017-05-31
A/SouthAustralia/118/2017|EPI_ISL_271287|2017-05-28,2017-05-28
A/SouthAustralia/116/2017|EPI_ISL_271286|2017-05-29,2017-05-29
A/SouthAustralia/115/2017|EPI_ISL_271285|2017-05-28,2017-05-28
A/SouthAustralia/114/2017|EPI_ISL_271284|2017-05-29,2017-05-29
A/SouthAustralia/113/2017|EPI_ISL_271283|2017-05-31,2017-05-31
A/SouthAustralia/112/2017|EPI_ISL_271282|2017-06-01,2017-06-01
A/Brisbane/61/2017|EPI_ISL_271281|2017-05-15,2017-05-15
A/Brisbane/58/2017|EPI_ISL_271280|2017-05-03,2017-05-03
A/Brisbane/57/2017|EPI_ISL_271279|2017-05-09,2017-05-09
A/Brisbane/52/2017|EPI_ISL_271278|2017-04-08,2017-04-08
A/Brisbane/50/2017|EPI_ISL_271277|2017-05-08,2017-05-08
A/Brisbane/48/2017|EPI_ISL_271276|2017-04-21,2017-04-21
A/Brisbane/47/2017|EPI_ISL_271275|2017-04-05,2017-04-05
A/Brisbane/46/2017|EPI_ISL_271274|2017-04-11,2017-04-11
A/Brisbane/45/2017|EPI_ISL_271273|2017-04-19,2017-04-19
